titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
Quatro detidos e apreendida cocaína suficiente para 108 mil doses,"Quatro pessoas foram detidas em Portugal e Espanha em diversas operações de combate ao tráfico de droga internacional, que permitiram apreender cocaína suficiente para 108 mil doses individuais, sendo que num dos casos estava dissimulada em bombons.",https://www.rtp.pt/noticias/pais/quatro-detidos-e-apreendida-cocaina-suficiente-para-108-mil-doses_n1719809,2026-02-18 10:41:15+00:00,RTP,pais,10,37,2,10,1
Cerca de 7.600 clientes ainda sem eletricidade nas zonas afetadas pela depressão Kristin,"Cerca de 7.600 clientes da E-Redes nas localidades afetadas pela depressão Kristin, que passou pelo continente em 28 de janeiro, continuavam pelas 08:00 de hoje sem energia elétrica, informou a empresa.",https://www.rtp.pt/noticias/pais/cerca-de-7600-clientes-ainda-sem-eletricidade-nas-zonas-afetadas-pela-depressao-kristin_n1719807,2026-02-18 10:41:00+00:00,RTP,pais,13,31,2,10,0
Localizado carro de casal desaparecido em Montemor-o-Velho. Encontrados dois corpos no interior da viatura,"Foi encontrado sem vida o casal de Montemor-o-Velho que estava dado como desaparecido desde sexta-feira, na sequência do mau tempo. O carro foi localizado em Vinha da Rainha, concelho de Soure.",https://www.rtp.pt/noticias/pais/localizado-carro-de-casal-desaparecido-em-montemor-o-velho-encontrados-dois-corpos-no-interior-da-viatura_n1719815,2026-02-18 09:56:25+00:00,RTP,pais,14,31,2,9,-1
"Governo apresenta 3,5 milhões de euros em apoios ""no imediato"" aos pescadores","Já estão disponíveis apoios específicos para o setor da pesca, com candidaturas abertas até 27 de fevereiro numa linha de financiamento de 3,5 milhões de euros. O secretário de Estado das Pescas, Salvador Malheiro, revela à Antena 1 que o objetivo é começar a distribuir os apoios ainda este mês.",https://www.rtp.pt/noticias/pais/governo-apresenta-35-milhoes-de-euros-em-apoios-no-imediato-aos-pescadores_n1719797,2026-02-18 09:10:01+00:00,RTP,pais,12,50,2,9,0
Ministério da Educação quer período experimental para professores e voltar a concurso nacional,O Ministério da Educação já revelou a proposta que tem para a revisão do Estatuto da Carreira Docente.,https://www.rtp.pt/noticias/pais/ministerio-da-educacao-quer-periodo-experimental-para-professores-e-voltar-a-concurso-nacional_n1719777,2026-02-18 07:32:58+00:00,RTP,pais,13,18,2,7,0
Vento forte coloca oito distritos do norte e centro sob aviso amarelo,"Oito distritos do norte e centro de Portugal vão estar hoje, a partir das 09:00, sob aviso amarelo devido à previsão de ventos fortes, disse o Instituto Português do Mar e da Atmosfera (IPMA).",https://www.rtp.pt/noticias/pais/vento-forte-coloca-oito-distritos-do-norte-e-centro-sob-aviso-amarelo_n1719766,2026-02-18 06:24:49+00:00,RTP,pais,12,34,2,6,0
Bobines com segunda senha do 25 de Abril são agora tesouro nacional,Trata-se de três registos sonoros dos acontecimentos que deram origem à Revolução em 1974.,https://www.rtp.pt/noticias/pais/bobines-com-segunda-senha-do-25-de-abril-sao-agora-tesouro-nacional_v1719751,2026-02-17 21:05:47+00:00,RTP,pais,12,14,1,21,0
"Apoios à agricultura. Limite de 400 mil euros pode ser revisto mas ""dinheiro é finito""","A resposta aos efeitos das intempéries, frisa o ministro da Agricultura, terá de ter em conta a “tipologia de danos” e a necessidade de “chegar a todos”.",https://www.rtp.pt/noticias/pais/apoios-a-agricultura-limite-de-400-mil-euros-pode-ser-revisto-mas-dinheiro-e-finito_n1719733,2026-02-17 19:40:56+00:00,RTP,pais,15,27,1,19,0
"""O perigo mantém-se"". Dezenas de pessoas deslocadas após derrocada na Costa da Caparica",Uma nova derrocada numa arriba da Costa da Caparica soterrou três casas e obrigou à retirada de 30 moradores. A Câmara de Almada está a avaliar a situação em permanência.,https://www.rtp.pt/noticias/pais/o-perigo-mantem-se-dezenas-de-pessoas-deslocadas-apos-derrocada-na-costa-da-caparica_n1719726,2026-02-17 19:00:03+00:00,RTP,pais,13,30,1,19,0
Governo quer carreira docente com período experimental e regime excecional de contratação,"A proposta do Governo para revisão do Estatuto da Carreira Docente prevê que o acesso à carreira se faça por &quot;concurso nacional centralizado&quot;, um ano de período experimental e um regime excecional para docentes sem habilitação legal.",https://www.rtp.pt/noticias/pais/governo-quer-carreira-docente-com-periodo-experimental-e-regime-excecional-de-contratacao_n1719724,2026-02-17 17:49:57+00:00,RTP,pais,12,37,1,17,0
Comunidade Intermunicipal de Leiria assume custos para manter isenção de portagens,"Os municípios da Comunidade Intermunicipal da Região de Leiria estão a desenvolver um documento que garanta a isenção das portagens da A8 e A19, tendo em conta os danos nas vias alternativas.",https://www.rtp.pt/noticias/pais/comunidade-intermunicipal-de-leiria-assume-custos-para-manter-isencao-de-portagens_n1719719,2026-02-17 17:27:16+00:00,RTP,pais,11,32,1,17,0
Pombal a braços com danos do mau tempo recebe comissário europeu,"O comissário europeu da Agricultura e Alimentação é esperado esta terça-feira em Leiria e Pombal. Christophe Hansen vai inteirar-se dos estragos em explorações agrícolas, depois da vaga de mau tempo que atingiu o país.",https://www.rtp.pt/noticias/pais/pombal-a-bracos-com-danos-do-mau-tempo-recebe-comissario-europeu_n1719712,2026-02-17 16:23:50+00:00,RTP,pais,11,34,1,16,-1
Governo da Madeira opta por canalizar verba de caminho polémico para outros projetos,"O Governo Regional da Madeira anunciou hoje que decidiu canalizar os 11,5 milhões de euros destinados à pavimentação do Caminho das Ginjas, na floresta laurissilva, que provocou polémica, para outros projetos cuja realização estava em risco.",https://www.rtp.pt/noticias/pais/governo-da-madeira-opta-por-canalizar-verba-de-caminho-polemico-para-outros-projetos_n1719684,2026-02-17 14:18:38+00:00,RTP,pais,13,36,1,14,0
Ordem dos Médicos alerta para barreiras desnecessárias a diabéticos,A Ordem dos Médicos avisa que a limitação às receitas para sensores de glicémia e medicamentos para a diabetes está a criar barreiras desnecessárias aos doentes.,https://www.rtp.pt/noticias/pais/ordem-dos-medicos-alerta-para-barreiras-desnecessarias-a-diabeticos_v1719686,2026-02-17 14:06:47+00:00,RTP,pais,9,26,1,14,0
Barragens do Algarve aproximam-se da capacidade máxima,Várias barragens do Algarve estão perto do volume máximo e têm sido feitas descargas de segurança.,https://www.rtp.pt/noticias/pais/barragens-do-algarve-aproximam-se-da-capacidade-maxima_v1719683,2026-02-17 13:54:47+00:00,RTP,pais,7,16,1,13,0
Apoios à reconstrução. Governo avisa contra pedidos fraudulentos,O dinheiro dos apoios do Governo começou a chegar às pessoas afetadas pelo mau tempo.,https://www.rtp.pt/noticias/pais/apoios-a-reconstrucao-governo-avisa-contra-pedidos-fraudulentos_v1719682,2026-02-17 13:45:47+00:00,RTP,pais,8,15,1,13,-1
Casas danificadas e estradas cortadas em Mafra,"Em Mafra, há pelo menos 20 estradas cortadas por causa do mau tempo e muitas casas danificadas.",https://www.rtp.pt/noticias/pais/casas-danificadas-e-estradas-cortadas-em-mafra_v1719680,2026-02-17 13:39:48+00:00,RTP,pais,7,17,1,13,-1
Falta de eletricidade em muitas localidades está a motivar queixas,Na origem das queixas estão o facto de a situação não estar resolvida três semanas depois da tempestade e os gastos em combustível para os geradores.,https://www.rtp.pt/noticias/pais/falta-de-eletricidade-em-muitas-localidades-esta-a-motivar-queixas_v1719679,2026-02-17 13:35:47+00:00,RTP,pais,10,26,1,13,0
Pescadores em terra pedem atenção a famílias em situação crítica,O mau tempo tem impedido os pescadores de ir ao mar.,https://www.rtp.pt/noticias/pais/pescadores-em-terra-pedem-atencao-a-familias-em-situacao-critica_v1719677,2026-02-17 13:21:47+00:00,RTP,pais,10,11,1,13,-1
Torres Vedras debate-se com destruição de infraestruturas públicas,É visível a destruição provocada pelas fortes chuvas dos últimos dias. Formaram-se crateras nas estradas.,https://www.rtp.pt/noticias/pais/torres-vedras-debate-se-com-destruicao-de-infraestruturas-publicas_v1719676,2026-02-17 13:18:47+00:00,RTP,pais,8,15,1,13,0
"Morreu José Gomes-Pedro, médico icónico da pediatria em Portugal","Morreu o médico João Gomes-Pedro, considerado o pai da pediatria portuguesa. Tinha 86 anos.",https://www.rtp.pt/noticias/pais/morreu-jose-gomes-pedro-medico-iconico-da-pediatria-em-portugal_v1719660,2026-02-17 11:58:47+00:00,RTP,pais,9,14,1,11,0
Seis distritos do litoral norte e centro sob aviso amarelo para agitação marítima,"Seis distritos do litoral norte e centro de Portugal vão estar na quarta-feira sob aviso amarelo devido à previsão de agitação marítima, disse hoje o Instituto Português do Mar e da Atmosfera (IPMA).",https://www.rtp.pt/noticias/pais/seis-distritos-do-litoral-norte-e-centro-sob-aviso-amarelo-para-agitacao-maritima_n1719653,2026-02-17 11:31:01+00:00,RTP,pais,13,33,1,11,0
Deslizamento de terras em Almada. Três casas atingidas e 20 pessoas retiradas,"Três habitações ficaram soterradas e 20 pessoas de outras casas próximas foram realojadas devido a um novo deslizamento de terras ocorrido na Costa da Caparica, concelho de Almada.",https://www.rtp.pt/noticias/pais/deslizamento-de-terras-em-almada-tres-casas-atingidas-e-20-pessoas-retiradas_n1719648,2026-02-17 11:25:50+00:00,RTP,pais,12,28,1,11,0
Mau tempo: cerca de 11 mil pessoas ainda sem eletricidade,"Ainda há 11 mil clientes da E-redes sem eletricidade, segundo o balanço mais recente da empresa que continua a fazer reparações nas zonas mais afetadas pela tempestade Kristin.",https://www.rtp.pt/noticias/pais/mau-tempo-cerca-de-11-mil-pessoas-ainda-sem-eletricidade_n1719643,2026-02-17 09:56:17+00:00,RTP,pais,10,28,1,9,0
Ilhas do grupo Central dos Açores sob aviso amarelo devido à chuva,"As ilhas do grupo Central dos Açores estão sob aviso amarelo devido à precipitação, por vezes forte, disse o Instituto Português do Mar e da Atmosfera (IPMA).",https://www.rtp.pt/noticias/pais/ilhas-do-grupo-central-dos-acores-sob-aviso-amarelo-devido-a-chuva_n1719633,2026-02-17 09:41:03+00:00,RTP,pais,12,27,1,9,0
"Marcelo lembra ""legado ímpar"" na pediatria moderna","O Presidente da República, Marcelo Rebelo de Sousa, sublinhou que João Gomes-Pedro, considerado um dos fundadores da pediatria moderna que morreu hoje aos 86 anos, deixa &quot;um legado ímpar na ciência do cuidar das crianças e das suas famílias&quot;.",https://www.rtp.pt/noticias/pais/marcelo-lembra-legado-impar-na-pediatria-moderna_n1719606,2026-02-16 22:48:55+00:00,RTP,pais,7,39,0,22,0
Lei laboral. CGTP acusa Governo de a afastar da discussão,UGT e CGTP de fora da reunião desta tarde,https://observador.pt/2026/02/18/cgtp-acusa-governo-de-tentativa-de-a-afastar-da-discussao-da-lei-laboral/,2026-02-18 18:14:09+00:00,Observador,geral,10,9,2,18,0
Emeric e Vanina Guerillot fazem história no esqui alpino,Lucas Pinheiro Braathen ganhou o primeiro ouro sul-americano em Jogos de Inverno,https://observador.pt/2026/02/18/irmaos-emeric-e-vanina-guerillot-fazem-historia-para-portugal-no-esqui-alpino-olimpico/,2026-02-18 18:13:36+00:00,Observador,geral,9,12,2,18,0
Companhia ferroviária alemã sofre ciberataque,A Deutsche Bahn tinha sinalizado perturbações na terça-feira à tarde e indicado à noite que os sistemas estavam novamente a funcionar normalmente,https://observador.pt/2026/02/18/companhia-ferroviaria-alema-sofre-ciberataque-de-grande-magnitude/,2026-02-18 18:13:20+00:00,Observador,geral,5,22,2,18,0
Homem acusado de matar a mulher com faca de cozinha,"O arguido recebeu a medida de coação mais gravosa, prisão preventiva",https://observador.pt/2026/02/18/violencia-domestica-homem-acusado-de-matar-a-mulher-a-facada-em-agosto-no-porto/,2026-02-18 18:12:48+00:00,Observador,geral,10,11,2,18,0
Proibição de telemóveis nas escolas poderá chegar ao 9º ano,"Desde o início do atual ano letivo, é proibido o uso de telemóveis nas escolas até ao 6.º ano, mas há outras que já alargaram a proibição até ao 9.º ano",https://observador.pt/2026/02/18/ministro-admite-alargar-ate-ao-9-o-ano-proibicao-de-telemoveis-nas-escolas/,2026-02-18 18:10:20+00:00,Observador,geral,10,31,2,18,0
"Ministro destaca ""inovação"" na criação de vagas","Em relação ao curso de Medicina, foram fixadas 1.656 vagas para o próximo ano letivo, mais 62 do que no presente",https://observador.pt/2026/02/18/ministro-destaca-inovacao-significativa-na-criacao-de-vagas-no-ensino-superior/,2026-02-18 18:07:20+00:00,Observador,geral,7,21,2,18,0
Consumo de crack aumentou 60% nas prisões,A psiquiatra do Instituto para os Comportamentos Aditivos e as Dependências explicou à agência Lusa que se trata de população que já consumia antes de ser detida,https://observador.pt/2026/02/18/consumo-de-crack-aumentou-60-nas-prisoes-segundo-o-icad/,2026-02-18 18:06:12+00:00,Observador,geral,7,27,2,18,0
"Esquerda pede apreciação para garantir ""lay-off"" a 100%","O ministério do Trabalho, Solidariedade e Segurança Social esclareceu que a ""compensação retributiva em caso de redução ou suspensão do contrato de trabalho corresponde a 2/3 do seu salário bruto",https://observador.pt/2026/02/18/mau-tempo-livre-pcp-e-be-pedem-apreciacao-parlamentar-para-garantir-lay-off-a-100/,2026-02-18 18:03:13+00:00,Observador,geral,8,30,2,18,0
Reparações de estradas vão demorar mais na região Oeste,"Dos 4.400 ""eventos"" em estradas e ferrovia causados pelo mau tempo, 98% estão resolvidos. Infraestruturas de Portugal diz que há casos a exigir ações estruturais que vão demorar mais, como o Oeste.",https://observador.pt/2026/02/18/ip-mobilizou-meios-de-projetos-do-prr-para-reparacoes-urgentes-em-estradas-que-na-regiao-oeste-vao-demorar-mais-por-causa-dos-solos/,2026-02-18 18:02:26+00:00,Observador,geral,9,32,2,18,-1
"Angola: 74,6% da população com insegurança alimentar","Os dados constam do Relatório sobre Escala de Experiência de Insegurança Alimentar (FIES, na sigla inglesa) 2020-2023, elaborado pelo Instituto Nacional de Estatística (INE) de Angola em parceria com o Fundo das Nações Unidas para Alimentação e Agricultura (FAO), que foi esta quarta-feira tornado público em Luanda",https://observador.pt/2026/02/18/quase-tres-em-cada-quatro-angolanos-tiveram-dificuldade-em-alimentar-se-em-2023/,2026-02-18 17:57:28+00:00,Observador,geral,7,47,2,17,0
"Uma Christine saiu injustamente, outra sairá antecipadamente","Com o país ainda a refazer-se do impacto da depressão Kristin, uma Christine – Ourmières-Widener – volta a dizer que saiu injustamente (da TAP) e outra – Lagarde – pode sair antecipadamente (do BCE).",https://observador.pt/newsletters/economia/economia-a-christine-que-diz-ter-saido-injustamente-da-tap-e-a-christine-que-pode-sair-antecipadamente-do-bce/,2026-02-18 17:53:28+00:00,Observador,geral,7,34,2,17,0
"Lei laboral. UGT faltou, mas patrões querem-na à mesa","""Ficámos à espera que a ministra confirmasse se na segunda-feira a UGT pode ou não estar"", afirmou o presidente da CTP sobre reagendar o encontro",https://observador.pt/2026/02/18/ugt-faltou-a-chamada-do-governo-e-reuniao-sobre-a-lei-laboral-acabou-por-nao-acontecer-patroes-querem-trabalhadores-a-mesa/,2026-02-18 17:48:08+00:00,Observador,geral,9,25,2,17,0
"Governo desconfia de UGT ""alinhada"" com Carneiro",Ministra do Trabalho sem grande vontade de continuar se reforma laboral for esvaziada ou inviabilizada. Governo acredita que Mourão e Carneiro estão alinhados e que objetivo da UGT é desgastar até OE.,https://observador.pt/especiais/governo-desconfia-de-ugt-alinhada-com-carneiro-ate-ao-orcamento/,2026-02-18 17:46:53+00:00,Observador,geral,7,32,2,17,0
"Moratória não põe clientes ""na lista"" do Banco de Portugal","Banco de Portugal afirma que nos casos em que os clientes recorrerem à moratória, isso não leva a que ""automaticamente"" o seu risco seja reclassificado, nem em termos contabilísticos nem regulatórios.",https://observador.pt/2026/02/18/bancos-tem-32-mil-milhoes-emprestados-nos-concelhos-com-maior-risco-recurso-a-moratoria-nao-poe-clientes-na-lista-do-banco-de-portugal/,2026-02-18 17:42:58+00:00,Observador,geral,10,31,2,17,0
Casa Para Viver convoca manifestação para 21 de março,"Entre as 31 organizações subscritoras deste manifesto está a Habita! Associação pelo direito à habitação e à cidade, a Associação dos Inquilinos Lisbonenses, o SOS Racismo e o movimento Porta a Porta — Casa para Todos",https://observador.pt/2026/02/18/plataforma-casa-para-viver-convoca-manifestacao-nacional-em-lisboa-para-21-de-marco/,2026-02-18 17:42:07+00:00,Observador,geral,9,36,2,17,0
