titulo,descricao,link,data_publicacao,fonte,categoria,n_palavras_titulo,n_palavras_desc,dia_semana,hora,sentimento
Bruxelas estima que casas em Portugal sejam as mais sobrevalorizadas da UE,"A Comissão Europeia estima que os preços da habitação em Portugal estejam sobrevalorizados em 25%, a percentagem atual mais elevada na União Europeia (UE), sendo também um dos piores países nas variações no poder de compra.",https://www.rtp.pt/noticias/economia/bruxelas-estima-que-casas-em-portugal-sejam-as-mais-sobrevalorizadas-da-ue_n1704644,2025-12-16 16:14:15+00:00,RTP,economia,12,36,1,16,-1
Ribau Esteves é candidato à presidência da CCDR Centro,"O antigo presidente das Câmaras de Aveiro e Ílhavo, o social-democrata Ribau Esteves, é candidato à presidência da Comissão de Coordenação e Desenvolvimento Regional (CCDR) do Centro, anunciou hoje o próprio.",https://www.rtp.pt/noticias/economia/ribau-esteves-e-candidato-a-presidencia-da-ccdr-centro_n1704628,2025-12-16 15:01:37+00:00,RTP,economia,9,31,1,15,0
Bruxelas quer casas reconstruídas e fim do `boom` no alojamento local e da especulação,"A Comissão Europeia quer, no novo plano da União Europeia (UE) para habitação acessível, apostar na renovação dos edifícios, nomeadamente devolutos, e acabar com o `boom` no alojamento local e na especulação imobiliária para resolver a crise habitacional.",https://www.rtp.pt/noticias/economia/bruxelas-quer-casas-reconstruidas-e-fim-do-boom-no-alojamento-local-e-da-especulacao_n1704622,2025-12-16 14:58:29+00:00,RTP,economia,14,38,1,14,-1
Comissão Europeia define áreas com pressão imobiliária para limitar alojamento local,"A Comissão Europeia vai apresentar, em 2026, uma proposta legislativa sobre arrendamentos de curta duração, na qual definirá áreas com pressão imobiliária para limitar o alojamento local, visando evitar que os habitantes locais &quot;sejam expulsos&quot; de onde vivem.",https://www.rtp.pt/noticias/economia/comissao-europeia-define-areas-com-pressao-imobiliaria-para-limitar-alojamento-local_n1704620,2025-12-16 14:56:50+00:00,RTP,economia,11,38,1,14,0
"Banco Mundial empresta 9,34  ME a Cabo Verde para reparar estragos do mau tempo","O Governo cabo-verdiano assinou um empréstimo de 9,34 milhões de euros com o Banco Mundial para repor a normalidade nos municípios afetados pelas últimas chuvas que causaram um morto, anunciou hoje o vice-primeiro-ministro.",https://www.rtp.pt/noticias/economia/banco-mundial-empresta-934-me-a-cabo-verde-para-reparar-estragos-do-mau-tempo_n1704610,2025-12-16 14:53:50+00:00,RTP,economia,14,33,1,14,0
Pintor Guilherme Parente morre aos 85 anos após seis décadas de obra artística,"O pintor Guilherme Parente, com uma obra que percorre seis décadas, morreu na madrugada de hoje, aos 85 anos, no Hospital de Cascais, onde tinha dado entrada nas urgências no dia anterior, indicou à agência Lusa fonte próxima da família.",https://www.rtp.pt/noticias/cultura/pintor-guilherme-parente-morre-aos-85-anos-apos-seis-decadas-de-obra-artistica_n1704982,2025-12-17 19:18:16+00:00,RTP,cultura,13,40,2,19,0
Prémios Óscares passam a ser transmitidos em exclusivo no YouTube a partir de 2029,"A cerimónia dos Óscares, os prémios norte-americanos de cinema, vai passar a ser transmitida na plataforma digital YouTube a partir de 2029, revelou hoje a Academia de Cinema dos Estados Unidos.",https://www.rtp.pt/noticias/cultura/premios-oscares-passam-a-ser-transmitidos-em-exclusivo-no-youtube-a-partir-de-2029_n1704980,2025-12-17 18:38:01+00:00,RTP,cultura,14,31,2,18,0
Pintor Guilherme Parente morre aos 85 anos após seis décadas de obra artística,"O pintor Guilherme Parente, com uma obra que percorre seis décadas, morreu na madrugada de hoje, aos 85 anos, no Hospital de Cascais, onde tinha dado entrada nas urgências no dia anterior, indicou à agência Lusa fonte próxima da família.",https://www.rtp.pt/noticias/cultura/pintor-guilherme-parente-morre-aos-85-anos-apos-seis-decadas-de-obra-artistica_n1704967,2025-12-17 18:12:25+00:00,RTP,cultura,13,40,2,18,0
Cinemateca Portuguesa fecha o ano com recorde de mais de 52 mil espectadores,"A Cinemateca Portuguesa, em Lisboa, vai terminar o ano com mais de 52 mil espectadores, sendo o melhor resultado de audiência desde 2011, e prepara-se para celebrar os 30 anos do Arquivo Nacional das Imagens em Movimento.",https://www.rtp.pt/noticias/cultura/cinemateca-portuguesa-fecha-o-ano-com-recorde-de-mais-de-52-mil-espectadores_n1704970,2025-12-17 18:08:18+00:00,RTP,cultura,13,37,2,18,0
"Festival literário Babell traz ao Porto Salman Rushdie, Olga Tokarczuk e Margaret Atwood","Salman Rushdie, Olga Tokarczuk e Margaret Atwood são alguns dos escritores confirmados para estar no Babell -- Cidade-Livro, o novo festival literário do Porto, que acontece entre 24 e 30 de junho, anunciou hoje Rui Couceiro, comissãrio do evento.",https://www.rtp.pt/noticias/cultura/festival-literario-babell-traz-ao-porto-salman-rushdie-olga-tokarczuk-e-margaret-atwood_n1704966,2025-12-17 18:07:03+00:00,RTP,cultura,13,39,2,18,0
"Cheque-livro deve avançar esta semana mas iniciativa do e-book tem de ser ""estudada""","A ministra da Cultura anunciou hoje que a nova edição do cheque-livro deverá avançar esta semana, embora tenha de &quot;estudar&quot; como estender o programa aos `ebooks`, já que a redação desta proposta aprovada pelo parlamento &quot;não é muito clara&quot;.",https://www.rtp.pt/noticias/cultura/cheque-livro-deve-avancar-esta-semana-mas-iniciativa-do-e-book-tem-de-ser-estudada_n1704936,2025-12-17 18:04:11+00:00,RTP,cultura,13,39,2,18,0
Fundação Júlio Pomar entregou acervo ao Atelier-Museu e será extinta até final do ano,"A Fundação Júlio Pomar, criada há vinte anos para guardar e divulgar a obra do artista, entregou todo o património que detinha ao Atelier-Museu, em Lisboa, e deverá ser extinta até ao fim do ano, segundo o seu presidente.",https://www.rtp.pt/noticias/cultura/fundacao-julio-pomar-entregou-acervo-ao-atelier-museu-e-sera-extinta-ate-final-do-ano_n1704962,2025-12-17 18:01:16+00:00,RTP,cultura,14,39,2,18,0
Programa de apoios ao cinema e audiovisual SCRI.PT terá 350 ME a quatro anos,"O novo programa de financiamento do cinema e audiovisual, designado SCRI.PT, vai ter 350 milhões de euros de orçamento para o quadriénio 2026-2029, com mais 100 milhões do que o anunciado em abril, revelou hoje o Governo.",https://www.rtp.pt/noticias/cultura/programa-de-apoios-ao-cinema-e-audiovisual-script-tera-350-me-a-quatro-anos_n1704907,2025-12-17 14:19:00+00:00,RTP,cultura,14,37,2,14,0
Governo adquire espaço em Cascais para expôr Coleção de Arte Contemporânea do Estado,"A Coleção de Arte Contemporânea do Estado (CACE), que integra cerca de três mil obras, ficará num espaço em Alcabideche, no concelho de Cascais, que será inaugurado até junho do próximo ano, anunciou hoje o Governo.",https://www.rtp.pt/noticias/cultura/governo-adquire-espaco-em-cascais-para-expor-colecao-de-arte-contemporanea-do-estado_n1704898,2025-12-17 14:16:54+00:00,RTP,cultura,13,36,2,14,0
Taça de Portugal. FC Porto considera Famalicão organizado e perigoso,"O FC Porto joga amanhã para a Taça de Portugal. Defronta o Famalicão num jogo em que a gestão do plantel poderá ser decisiva. A principal preocupação é Alan Varela. O médio não está a cem por cento, e a utilização só será decidida à última hora.",https://www.rtp.pt/noticias/cultura/taca-de-portugal-fc-porto-considera-famalicao-organizado-e-perigoso_v1704905,2025-12-17 14:15:48+00:00,RTP,cultura,10,47,2,14,0
Sacar foi a palavra mais pesquisada no dicionário Priberam em 2025,"Sacar foi a palavra mais pesquisada no dicionário `online` Priberam em 2025, sem ter relação direta com algum acontecimento marcante, mas muitas outras que refletiram a atualidade nacional e internacional, como indostânicos ou remissão, estiveram em destaque.",https://www.rtp.pt/noticias/cultura/sacar-foi-a-palavra-mais-pesquisada-no-dicionario-priberam-em-2025_n1704832,2025-12-17 09:08:40+00:00,RTP,cultura,11,37,2,9,0
Fãs celebraram em todo o mundo 250.º aniversário do nascimento de Jane Austen,"Fãs de Jane Austen em todo o mundo celebraram, terça-feira, o 250.º aniversário do nascimento da escritora, com eventos que incluíram serviços religiosos, visitas à sua antiga residência e uma celebração virtual global.",https://www.rtp.pt/noticias/cultura/fas-celebraram-em-todo-o-mundo-250o-aniversario-do-nascimento-de-jane-austen_n1704784,2025-12-17 01:04:13+00:00,RTP,cultura,13,33,2,1,0
"Violino ""Del Gesú"" vendido em leilão por 2,3 milhões de euros em Paris","Um raro violino &quot;Del Gesù&quot;, criado pelo mestre Bartolomeo Giuseppe Guarneri entre 1727 e 1730, foi vendido esta terça-feira em Paris por 2,3 milhões de euros, anunciou a casa de leilões Artcurial.",https://www.rtp.pt/noticias/cultura/violino-del-gesu-vendido-em-leilao-por-23-milhoes-de-euros-em-paris_n1704777,2025-12-17 00:53:01+00:00,RTP,cultura,13,32,2,0,0
Músicas falsas geradas por IA estão a `poluir` perfis de artistas reais,"Faixas musicais falsas geradas por inteligência artificial (IA) por burlões estão a proliferar nos catálogos de artistas nas plataformas de `streaming`, chegando ao ponto de imitarem as suas músicas.",https://www.rtp.pt/noticias/cultura/musicas-falsas-geradas-por-ia-estao-a-poluir-perfis-de-artistas-reais_n1704762,2025-12-17 00:23:03+00:00,RTP,cultura,12,29,2,0,0
Caminho Português de Santiago ultrapassou os 100 mil peregrinos em 2025,"O Caminho Português atingiu a marca dos 100 mil peregrinos em 2025, segundo dados do gabinete do peregrino da Catedral de Santiago de Compostela, na Galiza, Espanha.",https://www.rtp.pt/noticias/cultura/caminho-portugues-de-santiago-ultrapassou-os-100-mil-peregrinos-em-2025_n1704753,2025-12-17 00:10:09+00:00,RTP,cultura,11,27,2,0,0
"Filme ""Banzo"" de Margarida Cardoso de fora da corrida aos Óscares 2026","O filme &quot;Banzo&quot;, da realizadora portuguesa Margarida Cardoso, ficou de fora da lista de finalistas no processo de candidatura aos prémios norte-americanos de cinema Óscares de 2026, revelou hoje a Academia de Cinema dos Estados Unidos.",https://www.rtp.pt/noticias/cultura/filme-banzo-de-margarida-cardoso-de-fora-da-corrida-aos-oscares-2026_n1704708,2025-12-16 22:21:17+00:00,RTP,cultura,12,36,1,22,0
"""Porta dos Fundos"" grava programa para a RTP",O famosos grupo &quot;Porta dos Fundos&quot; está a gravar pela primeira vez um programa especial em Portugal. A estreia será no canal 1 da RTP.,https://www.rtp.pt/noticias/cultura/porta-dos-fundos-grava-programa-para-a-rtp_v1704740,2025-12-16 22:07:54+00:00,RTP,cultura,8,25,1,22,0
Arquiteto Joaquim Moreno nomeado curador geral da Trienal de Arquitetura de Lisboa 2028,"O arquiteto e curador Joaquim Moreno foi nomeado curador geral da próxima edição da Trienal de Arquitetura de Lisboa, marcada para o outono de 2028, anunciou hoje a organização.",https://www.rtp.pt/noticias/cultura/arquiteto-joaquim-moreno-nomeado-curador-geral-da-trienal-de-arquitetura-de-lisboa-2028_n1704694,2025-12-16 19:04:33+00:00,RTP,cultura,13,29,1,19,0
Presépio em São Manços. Crianças visitam a obra,"O primeiro presépio de Glória Mousinho foi feito há 58 anos quando se casou, em São Manços, em Évora.",https://www.rtp.pt/noticias/cultura/presepio-em-sao-mancos-criancas-visitam-a-obra_v1704625,2025-12-16 14:35:53+00:00,RTP,cultura,8,19,1,14,0
Estado exerce direito de preferência sobre modelo de estátua de Machado de Castro,"A empresa pública Museus e Monumentos de Portugal (MMP) confirmou hoje à Lusa que exerceu o direito de preferência sobre a compra, em leilão, de um modelo da estátua pedestre do rei José I, de Machado de Castro.",https://www.rtp.pt/noticias/cultura/estado-exerce-direito-de-preferencia-sobre-modelo-de-estatua-de-machado-de-castro_n1704584,2025-12-16 12:57:13+00:00,RTP,cultura,13,38,1,12,0
"Filme ""A Providência e a Guitarra"" de João Nicolau abre festival de Roterdão 2026","O filme &quot;A Providência e a Guitarra&quot;, de João Nicolau, vai abrir o Festival Internacional de Cinema de Roterdão, em janeiro nos Países Baixos, e &quot;Projeto Global&quot;, de Ivo M. Ferreira, integra a competição, revelou hoje a organização.",https://www.rtp.pt/noticias/cultura/filme-a-providencia-e-a-guitarra-de-joao-nicolau-abre-festival-de-roterdao-2026_n1704567,2025-12-16 10:51:45+00:00,RTP,cultura,14,38,1,10,0
Dicionário Merriam-Webster escolhe `slop` (mau conteúdo de IA) como palavra do ano,"O termo `slop`, que significa conteúdo de baixa qualidade gerado por inteligência artificial (IA) foi escolhida como Palavra do Ano 2025 pelo dicionário Merriam-Webster, foi divulgado segunda-feira.",https://www.rtp.pt/noticias/cultura/dicionario-merriam-webster-escolhe-slop-mau-conteudo-de-ia-como-palavra-do-ano_n1704507,2025-12-16 00:51:18+00:00,RTP,cultura,12,27,1,0,0
Andre Rieu e orquestra Johann Strauss regressam a Portugal em 2026,"Os concertos de Natal em Maastricht, nos Países Baixos, são dos mais importantes da temporada artística. Cerca de 72 mil pessoas de todo o mundo já compraram bilhete.",https://www.rtp.pt/noticias/cultura/andre-rieu-e-orquestra-johann-strauss-regressam-a-portugal-em-2026_v1704488,2025-12-15 21:45:25+00:00,RTP,cultura,11,28,0,21,0
"Filme ""Aniki-Bobó"" de Manoel de Oliveira volta às salas depois de percurso por festivais","O filme &quot;Aniki-Bobó&quot; (1942), primeira longa-metragem do realizador Manoel de Oliveira, volta esta quinta-feira aos cinemas, numa versão restaurada, depois de ter passado, no verão, por vários festivais.",https://www.rtp.pt/noticias/cultura/filme-aniki-bobo-de-manoel-de-oliveira-volta-as-salas-depois-de-percurso-por-festivais_n1704417,2025-12-15 16:36:39+00:00,RTP,cultura,14,28,0,16,0
Natal verde em aldeia algarvia de São Brás de Alportel,"Nesta altura do ano, há uma aldeia que se transforma no interior da serra de São Brás de Alportel, no Algarve. Os 19 moradores decoram-na com elementos da natureza para celebrar o Natal e atrair visitantes.",https://www.rtp.pt/noticias/cultura/natal-verde-em-aldeia-algarvia-de-sao-bras-de-alportel_v1704401,2025-12-15 14:30:47+00:00,RTP,cultura,10,36,0,14,0
Liberdade de expressão mundial recua 10% desde 2012 alerta UNESCO,"A liberdade de expressão mundial caiu 10% entre 2012 e 2024, um retrocesso comparável ao ocorrido com a Primeira Guerra Mundial, alertou hoje a Organização das Nações Unidas para a Educação, Ciência e Cultura (UNESCO).",https://www.rtp.pt/noticias/cultura/liberdade-de-expressao-mundial-recua-10-desde-2012-alerta-unesco_n1704373,2025-12-15 13:08:58+00:00,RTP,cultura,10,35,0,13,0
Eurovisão. Participação de 35 países confirmada na edição de 2026,"Trinta e cinco países estarão na edição de 2026 da Eurovisão, menos dois em relação ao ano passado. A informação é divulgada pela União Europeia de Radiodifusão (UER).",https://www.rtp.pt/noticias/cultura/eurovisao-participacao-de-35-paises-confirmada-na-edicao-de-2026_n1704371,2025-12-15 12:56:44+00:00,RTP,cultura,10,28,0,12,0
Trabalhadores do Louvre aprovam greve e encerram museu por melhores condições,"Os trabalhadores do Museu do Louvre, em Paris, aprovaram hoje por unanimidade uma greve por melhores condições de trabalho, o que significa que o museu vai estar encerrado durante o dia.",https://www.rtp.pt/noticias/cultura/trabalhadores-do-louvre-aprovam-greve-e-encerram-museu-por-melhores-condicoes_n1704341,2025-12-15 10:37:12+00:00,RTP,cultura,11,31,0,10,0
Filho foi detido. Realizador Rob Reiner e mulher Michele Singer encontrados mortos em casa,As autoridades norte-americanas estão a investigar um possível homicídio e Hollywood lamenta a perda de um dos grandes nomes do cinema dos Estados Unidos. Um dos filhos do casal foi entretanto detido.,https://www.rtp.pt/noticias/cultura/filho-foi-detido-realizador-rob-reiner-e-mulher-michele-singer-encontrados-mortos-em-casa_n1704338,2025-12-15 09:46:06+00:00,RTP,cultura,14,32,0,9,0
Fundador da Banda do Casaco. Músico Nuno Rodrigues morreu aos 76 anos,"O músico e editor Nuno Rodrigues, fundador do grupo Banda do Casaco e da editora Companhia Nacional de Música, morreu este domingo em Cascais aos 76 anos, disse à Lusa fonte próxima da família.",https://www.rtp.pt/noticias/cultura/fundador-da-banda-do-casaco-musico-nuno-rodrigues-morreu-aos-76-anos_n1704230,2025-12-14 16:58:32+00:00,RTP,cultura,12,34,6,16,0
Ponto Nemo. Segunda temporada já foi gravada,Já foi filmada a segunda temporada de &quot;Ponto Nemo que vai poder ver na RTP no próximo ano. São quatro episódios que retratam um naufrágio.,https://www.rtp.pt/noticias/cultura/ponto-nemo-segunda-temporada-ja-foi-gravada_v1704211,2025-12-14 14:38:47+00:00,RTP,cultura,7,25,6,14,0
Stradivarius tocado por Camille Thomas no Museu da Música,O único violoncelo Stradivarius que existe em Portugal foi tocado em concerto.,https://www.rtp.pt/noticias/cultura/stradivarius-tocado-por-camille-thomas-no-museu-da-musica_v1704208,2025-12-14 14:30:48+00:00,RTP,cultura,9,12,6,14,0
Funcionários do Museu do Louvre marcam greve por más condições de trabalho,"Os funcionários do Museu do Louvre, em Paris, marcaram greve a partir de segunda-feira, que poderá prolongar-se pelos dias seguintes, em protesto contra as condições de trabalho e a falta de recursos.",https://www.rtp.pt/noticias/cultura/funcionarios-do-museu-do-louvre-marcam-greve-por-mas-condicoes-de-trabalho_n1704181,2025-12-14 13:08:42+00:00,RTP,cultura,12,32,6,13,0
Hip-hop. Equipa portuguesa conquistou medalha de ouro em competição mundial,"Os campeões mundiais de hip-hop são de Leça da Palmeira. Uma equipa de jovens dos 13 aos 18 anos, categoria júnior, brilharam na competição que decorreu em Praga, na Chéquia.",https://www.rtp.pt/noticias/cultura/hip-hop-equipa-portuguesa-conquistou-medalha-de-ouro-em-competicao-mundial_v1704128,2025-12-13 22:25:47+00:00,RTP,cultura,10,30,5,22,0
"Maestro Nuno Côrte-Real conjuga fado e música tradicional afegã no álbum ""Hope""","O álbum &quot;Hope&quot;, gravado sob a direção do maestro Nuno Côrte-Real, com alunos do Instituto Nacional de Música do Afeganistão (ANIMP) refugiados em Portugal, propõe o &quot;cruzamento de duas realidades musicais e artísticas&quot;, do Afeganistão e de Portugal.",https://www.rtp.pt/noticias/cultura/maestro-nuno-corte-real-conjuga-fado-e-musica-tradicional-afega-no-album-hope_n1704026,2025-12-13 10:49:03+00:00,RTP,cultura,12,38,5,10,0
"Verbas de livro ""A Menina que Lambeu o Gato"" revertem para investigação em cancro infantil","&quot;A Menina que Lambeu o Gato&quot;, um livro ilustrado &quot;para todas as idades&quot;, cujas vendas revertem na totalidade para a investigação em oncologia pediatria, é apresentado domingo na Galeria da Biodiversidade -- Centro Ciência Viva, no Porto.",https://www.rtp.pt/noticias/cultura/verbas-de-livro-a-menina-que-lambeu-o-gato-revertem-para-investigacao-em-cancro-infantil_n1704018,2025-12-13 09:13:21+00:00,RTP,cultura,15,37,5,9,0
Projeto de Alexandre Estrela vai representar Portugal na Bienal de Arte de Veneza 2026,"O projeto artístico &quot;RedSkyFalls&quot;, de Alexandre Estrela, foi o escolhido para representar oficialmente Portugal na 61.ª Bienal de Arte de Veneza, em 2026, anunciou hoje a Direção-Geral das Artes (DGArtes).",https://www.rtp.pt/noticias/cultura/projeto-de-alexandre-estrela-vai-representar-portugal-na-bienal-de-arte-de-veneza-2026_n1703949,2025-12-12 22:00:49+00:00,RTP,cultura,14,30,4,22,0
Projeto de Alexandre Estrela vai representar Portugal na Bienal de Arte de Veneza 2026,"O projeto artístico &quot;RedSkyFalls&quot;, de Alexandre Estrela, foi o escolhido para representar oficialmente Portugal na 61.ª Bienal de Arte de Veneza, em 2026, anunciou hoje a Direção-Geral das Artes (DGArtes).",https://www.rtp.pt/noticias/cultura/projeto-de-alexandre-estrela-vai-representar-portugal-na-bienal-de-arte-de-veneza-2026_n1703948,2025-12-12 18:56:16+00:00,RTP,cultura,14,30,4,18,0
Todos os filmes de João César Monteiro voltam aos cinemas a partir de janeiro,"Os filmes do realizador João César Monteiro vão voltar a ser exibidos nas salas de cinema, a partir de 08 de janeiro, em cópias restauradas e digitalizadas pela Cinemateca Portuguesa, revelou hoje a distribuidora Medeia Filmes.",https://www.rtp.pt/noticias/cultura/todos-os-filmes-de-joao-cesar-monteiro-voltam-aos-cinemas-a-partir-de-janeiro_n1703945,2025-12-12 18:52:55+00:00,RTP,cultura,14,36,4,18,0
Plano define estratégias de Óbidos como Cidade Criativa da Literatura da UNESCO até 2035,"Óbidos quer afirmar-se, até 2035, como um destino internacional de turismo literário sustentável, com base num plano estratégico que define quatro eixos de desenvolvimento para a próxima década.",https://www.rtp.pt/noticias/cultura/plano-define-estrategias-de-obidos-como-cidade-criativa-da-literatura-da-unesco-ate-2035_n1703937,2025-12-12 17:54:11+00:00,RTP,cultura,14,28,4,17,0
Museu de Serralves apresenta obras inéditas de Anne Imhof com piscina em ferro negro,"A escultura duma piscina negra de 20 metros de comprimento em ferro, no Museu de Arte Contemporânea de Serralves, é uma das obras em destaque na primeira exposição que a instituição do Porto apresenta da artista alemã Anne Imhof.",https://www.rtp.pt/noticias/cultura/museu-de-serralves-apresenta-obras-ineditas-de-anne-imhof-com-piscina-em-ferro-negro_n1703924,2025-12-12 17:44:40+00:00,RTP,cultura,14,39,4,17,0
Fotografias de Cloete Breytenbach sobre Angola doadas à Biblioteca de Arte da Gulbenkian,"Um conjunto de 60 imagens que documentam duas décadas de guerra em Angola, captadas pelo fotojornalista sul-africano Cloete Breytenbach (1932-2020) foi doado à Biblioteca de Arte da Gulbenkian, em Lisboa, anunciou hoje a fundação.",https://www.rtp.pt/noticias/cultura/fotografias-de-cloete-breytenbach-sobre-angola-doadas-a-biblioteca-de-arte-da-gulbenkian_n1703934,2025-12-12 17:44:00+00:00,RTP,cultura,13,34,4,17,0
"Versão portuguesa de ""Aquarius/Let the sunshine in"" encerra episódio de ""Pluribus""","Um dos episódios da série norte-americana &quot;Pluribus&quot;, de Vince Gilligan, hoje disponibilizado na plataforma de `streaming` Apple TV+, encerra com uma versão em português do tema &quot;Aquarius/Let the sunshine in&quot;, cantada por MARO e Ana Moura.",https://www.rtp.pt/noticias/cultura/versao-portuguesa-de-aquariuslet-the-sunshine-in-encerra-episodio-de-pluribus_n1703936,2025-12-12 17:43:17+00:00,RTP,cultura,11,36,4,17,0
"""Oleanna"" em cena no São Luiz","Está em cena no Teatro São Luiz, em Lisboa, a peça &quot;Oleanna&quot;. É sobre o poder e o valor da palavra quando uma aluna acusa um professor universitário de abuso sexual.",https://www.rtp.pt/noticias/cultura/oleanna-em-cena-no-sao-luiz_v1703874,2025-12-12 14:26:47+00:00,RTP,cultura,6,31,4,14,0
Teatro na prisão de Faro conta com reclusos como atores,"Quatro reclusos experimentaram fazer teatro dentro da prisão, em Faro. É a primeira fase do projeto &quot;Os Invisíveis&quot;, promovido pelo Teatro das Figuras.",https://www.rtp.pt/noticias/cultura/teatro-na-prisao-de-faro-conta-com-reclusos-como-atores_v1703873,2025-12-12 14:22:53+00:00,RTP,cultura,10,23,4,14,0
Lídia Jorge recebe Doutoramento Honoris Causa da Universidade dos Açores,"A escritora Lídia Jorge, que quinta-feira venceu o Prémio Pessoa, recebeu também um Doutoramento Honoris Causa em Literatura.",https://www.rtp.pt/noticias/cultura/lidia-jorge-recebe-doutoramento-honoris-causa-da-universidade-dos-acores_v1703872,2025-12-12 14:22:47+00:00,RTP,cultura,10,18,4,14,0
"Grupo Danças Ocultas leva novo disco ""Inspirar"" a Aveiro e Coimbra",Este é o 10.º álbum do grupo.,https://www.rtp.pt/noticias/cultura/grupo-dancas-ocultas-leva-novo-disco-inspirar-a-aveiro-e-coimbra_n1703804,2025-12-12 10:35:39+00:00,RTP,cultura,11,7,4,10,0
"""carne.exe"". Albano Jerónimo explora fronteiras entre homem e Inteligência Artificial",A peça resulta de uma parceria com o Teatro Nacional D. Maria II. Os bilhetes para as três datas já se encontram esgotados.,https://www.rtp.pt/noticias/cultura/carneexe-albano-jeronimo-explora-fronteiras-entre-homem-e-inteligencia-artificial_n1703800,2025-12-12 10:18:05+00:00,RTP,cultura,10,23,4,10,0
Eurovisão. Nemo devolve troféu à União Europeia de Radiodifusão,"Nemo, artista que venceu a Eurovisão em 2024 pela Suíça, prepara-se para devolver o troféu ganho à União Europeia de Radiodifusão.",https://www.rtp.pt/noticias/guerra-no-medio-oriente/eurovisao-nemo-devolve-trofeu-a-uniao-europeia-de-radiodifusao_n1703773,2025-12-12 08:39:54+00:00,RTP,cultura,9,21,4,8,0
"Ciclo ""Cuidar de um País"" mostra em Coimbra as várias dimensões da arquitetura","A segunda exposição do ciclo &quot;Cuidar de um País&quot; mostra, no Convento São Francisco, Coimbra, várias dimensões da arquitetura, sustentadas em quatro leituras distintas do território português e baseadas nos elementos clássicos Ar, Terra, Água e Fogo.",https://www.rtp.pt/noticias/cultura/ciclo-cuidar-de-um-pais-mostra-em-coimbra-as-varias-dimensoes-da-arquitetura_n1703767,2025-12-12 07:48:41+00:00,RTP,cultura,13,37,4,7,0
Torreense surpreende Casa Pia e segue para os quartos de final,"O Torreense, da II Liga, apurou-se hoje para os quartos de final da Taça de Portugal de futebol, pela quinta vez na sua história, ao surpreender o Casa Pia, do escalão principal, por 2-1, em Rio Maior.",https://www.rtp.pt/noticias/taca-de-portugal/torreense-surpreende-casa-pia-e-segue-para-os-quartos-de-final_d1705006,2025-12-17 20:35:07+00:00,RTP,desporto,11,37,2,20,0
Paris SG bate Flamengo nos penáltis e conquista Taça Intercontinental,"O Paris Saint-Germain, campeão europeu em título, conquistou hoje a segunda edição da renovada Taça Intercontinental de futebol, ao vencer na final o Flamengo por 2-1, nos penáltis, após 1-1 nos 120 minutos, em Al Rayyan, no Qatar.",https://www.rtp.pt/noticias/futebol-internacional/paris-sg-bate-flamengo-nos-penaltis-e-conquista-taca-intercontinental_d1704998,2025-12-17 19:55:05+00:00,RTP,desporto,10,38,2,19,0
Sporting impedido de vender bilhetes para Bilbau por incidentes em Munique,"O Sporting está impedido de vender bilhetes para a visita ao Athletic Bilbau, da Liga dos Campeões de futebol, na sequência do arremesso de artefactos pirotécnicos por parte de adeptos ‘leoninos’ em Munique, anunciou esta quarta-feira a UEFA.",https://www.rtp.pt/noticias/sporting/sporting-impedido-de-vender-bilhetes-para-bilbau-por-incidentes-em-munique_d1704997,2025-12-17 19:28:34+00:00,RTP,desporto,11,38,2,19,0
Mundial2030. Marrocos ensaia sistema de segurança na Taça Africana das Nações,"A Taça Africana das Nações de futebol (CAN), que começa no domingo, vai ser aproveitada para aperfeiçoar o sistema de segurança do Mundial2030, em que Portugal também será anfitrião, anunciou Marrocos.",https://www.rtp.pt/noticias/futebol-internacional/mundial2030-marrocos-ensaia-sistema-de-seguranca-na-taca-africana-das-nacoes_d1704990,2025-12-17 19:11:59+00:00,RTP,desporto,11,31,2,19,0
Liga dos Campeões feminina. SL Benfica - Paris Saint-Germain em direto na RTP2,"O Benfica, 15.º colocado, com um ponto, recebe o Paris Saint-Germain, 16.º, com a mesma pontuação, no Estádio da Luz, em Lisboa, para a sexta e última jornada da fase de liga da Liga dos Campeões feminina de futebol.",https://www.rtp.pt/noticias/benfica/liga-dos-campeoes-feminina-sl-benfica-paris-saint-germain-em-direto-na-rtp2_d1704977,2025-12-17 19:02:47+00:00,RTP,desporto,13,39,2,19,0
Taça de Portugal. SC Farense - SL Benfica em direto na RTP1,"O Benfica vai tentar ultrapassar o secundário Farense, em jogo dos oitavos de final da Taça de Portugal, e marcar duelo com o FC Porto, caso este siga igualmente para os quartos.",https://www.rtp.pt/noticias/benfica/taca-de-portugal-sc-farense-sl-benfica-em-direto-na-rtp1_d1704981,2025-12-17 19:02:41+00:00,RTP,desporto,12,32,2,19,0
Mundial2026. Bilhetes para jogos de Portugal entre os mais caros da primeira fase,"O preço dos bilhetes para os jogos de Portugal no Mundial2026 custam entre 225 e 600 euros, segundo o site oficial da competição. A par dos três países anfitriões e de Argentina, Brasil e Inglaterra, Portugal integra o grupo de seleções com os bilhetes mais caros para a fase de grupos.",https://www.rtp.pt/noticias/mundial-2026/mundial2026-bilhetes-para-jogos-de-portugal-entre-os-mais-caros-da-primeira-fase_d1704973,2025-12-17 18:26:03+00:00,RTP,desporto,13,51,2,18,0
